,PMCID,sentence
0,PMC5864083,"d on Open Science Framework, DOI <ext-link ext-link-type=""uri"" xlink:href=""https://doi.org/10.17605/OSF.IO/M25N4"">10.17605/OSF.IO/M25N4</ext-link>: <ext-link ext-link-type=""uri"" xlink:href=""https://osf.i"
1,PMC5864083,"work, DOI <ext-link ext-link-type=""uri"" xlink:href=""https://doi.org/10.17605/OSF.IO/M25N4"">10.17605/OSF.IO/M25N4</ext-link>: <ext-link ext-link-type=""uri"" xlink:href=""https://osf.io/M25N4/"">https://osf.i"
2,PMC5864083,"5/OSF.IO/M25N4"">10.17605/OSF.IO/M25N4</ext-link>: <ext-link ext-link-type=""uri"" xlink:href=""https://osf.io/M25N4/"">https://osf.io/M25N4/</ext-link>.</meta-value>
        </custom-meta>
      </custom-met"
3,PMC5864083,"5/OSF.IO/M25N4</ext-link>: <ext-link ext-link-type=""uri"" xlink:href=""https://osf.io/M25N4/"">https://osf.io/M25N4/</ext-link>.</meta-value>
        </custom-meta>
      </custom-meta-group>
    </article-"
4,PMC5864083,"d on Open Science Framework, DOI <ext-link ext-link-type=""uri"" xlink:href=""https://doi.org/10.17605/OSF.IO/M25N4"">10.17605/OSF.IO/M25N4</ext-link>: <ext-link ext-link-type=""uri"" xlink:href=""https://osf.i"
5,PMC5864083,"work, DOI <ext-link ext-link-type=""uri"" xlink:href=""https://doi.org/10.17605/OSF.IO/M25N4"">10.17605/OSF.IO/M25N4</ext-link>: <ext-link ext-link-type=""uri"" xlink:href=""https://osf.io/M25N4/"">https://osf.i"
6,PMC5864083,"5/OSF.IO/M25N4"">10.17605/OSF.IO/M25N4</ext-link>: <ext-link ext-link-type=""uri"" xlink:href=""https://osf.io/M25N4/"">https://osf.io/M25N4/</ext-link>.</p>
    </notes>
  </front>
  <body>
    <sec sec-type"
7,PMC5864083,"5/OSF.IO/M25N4</ext-link>: <ext-link ext-link-type=""uri"" xlink:href=""https://osf.io/M25N4/"">https://osf.io/M25N4/</ext-link>.</p>
    </notes>
  </front>
  <body>
    <sec sec-type=""intro"" id=""sec001"">
 "
0,PMC5877903,"<meta-value>All datasets are freely available at: <ext-link ext-link-type=""uri"" xlink:href=""https://osf.io/ke9r7/?view_only=ff19ba1bf67f406ab044572328b10b26"">https://osf.io/ke9r7/?view_only=ff19ba1bf67f4"
1,PMC5877903,"nk-type=""uri"" xlink:href=""https://osf.io/ke9r7/?view_only=ff19ba1bf67f406ab044572328b10b26"">https://osf.io/ke9r7/?view_only=ff19ba1bf67f406ab044572328b10b26</ext-link>.</meta-value>
        </custom-meta"
2,PMC5877903,"e>
      <p>All datasets are freely available at: <ext-link ext-link-type=""uri"" xlink:href=""https://osf.io/ke9r7/?view_only=ff19ba1bf67f406ab044572328b10b26"">https://osf.io/ke9r7/?view_only=ff19ba1bf67f4"
3,PMC5877903,"nk-type=""uri"" xlink:href=""https://osf.io/ke9r7/?view_only=ff19ba1bf67f406ab044572328b10b26"">https://osf.io/ke9r7/?view_only=ff19ba1bf67f406ab044572328b10b26</ext-link>.</p>
    </notes>
  </front>
  <bod"
0,PMC5886625," are available from the Open Science Framework at <ext-link ext-link-type=""uri"" xlink:href=""https://osf.io/52mf4/"">https://osf.io/52mf4/</ext-link>.</meta-value>
        </custom-meta>
      </custom-met"
1,PMC5886625," Open Science Framework at <ext-link ext-link-type=""uri"" xlink:href=""https://osf.io/52mf4/"">https://osf.io/52mf4/</ext-link>.</meta-value>
        </custom-meta>
      </custom-meta-group>
    </article-"
2,PMC5886625," are available from the Open Science Framework at <ext-link ext-link-type=""uri"" xlink:href=""https://osf.io/52mf4/"">https://osf.io/52mf4/</ext-link>.</p>
    </notes>
  </front>
  <body>
    <sec sec-type"
3,PMC5886625," Open Science Framework at <ext-link ext-link-type=""uri"" xlink:href=""https://osf.io/52mf4/"">https://osf.io/52mf4/</ext-link>.</p>
    </notes>
  </front>
  <body>
    <sec sec-type=""intro"" id=""sec001"">
 "
0,PMC5940245,"drion/Files/Drionetal2018-Code.zip</ext-link> and <ext-link ext-link-type=""uri"" xlink:href=""https://osf.io/k86en"">https://osf.io/k86en</ext-link>.</meta-value>
        </custom-meta>
      </custom-meta-"
1,PMC5940245,"018-Code.zip</ext-link> and <ext-link ext-link-type=""uri"" xlink:href=""https://osf.io/k86en"">https://osf.io/k86en</ext-link>.</meta-value>
        </custom-meta>
      </custom-meta-group>
    </article-m"
2,PMC5940245,"drion/Files/Drionetal2018-Code.zip</ext-link> and <ext-link ext-link-type=""uri"" xlink:href=""https://osf.io/k86en"">https://osf.io/k86en</ext-link>.</p>
    </notes>
  </front>
  <body>
    <sec sec-type="""
3,PMC5940245,"018-Code.zip</ext-link> and <ext-link ext-link-type=""uri"" xlink:href=""https://osf.io/k86en"">https://osf.io/k86en</ext-link>.</p>
    </notes>
  </front>
  <body>
    <sec sec-type=""intro"" id=""sec001"">
  "
4,PMC5940245,"les/Drionetal2018-Code.zip</ext-link> and <italic><ext-link ext-link-type=""uri"" xlink:href=""https://osf.io/k86en"">https://osf.io/k86en</ext-link></italic>.</p>
      <p>Single-compartment Hodgkin-Huxley "
5,PMC5940245,".zip</ext-link> and <italic><ext-link ext-link-type=""uri"" xlink:href=""https://osf.io/k86en"">https://osf.io/k86en</ext-link></italic>.</p>
      <p>Single-compartment Hodgkin-Huxley models were used for a"
0,PMC5944912,"anuscript is available on Open Science Framework (<ext-link ext-link-type=""uri"" xlink:href=""https://osf.io/vy9s7/"">https://osf.io/vy9s7/</ext-link>).</meta-value>
        </custom-meta>
      </custom-me"
1,PMC5944912,"on Open Science Framework (<ext-link ext-link-type=""uri"" xlink:href=""https://osf.io/vy9s7/"">https://osf.io/vy9s7/</ext-link>).</meta-value>
        </custom-meta>
      </custom-meta-group>
    </article"
2,PMC5944912,"anuscript is available on Open Science Framework (<ext-link ext-link-type=""uri"" xlink:href=""https://osf.io/vy9s7/"">https://osf.io/vy9s7/</ext-link>).</p>
    </notes>
  </front>
  <body>
    <sec sec-typ"
3,PMC5944912,"on Open Science Framework (<ext-link ext-link-type=""uri"" xlink:href=""https://osf.io/vy9s7/"">https://osf.io/vy9s7/</ext-link>).</p>
    </notes>
  </front>
  <body>
    <sec sec-type=""intro"" id=""sec001"">
"
0,PMC6051643,"ata and code available on Open Science Framework: <ext-link ext-link-type=""uri"" xlink:href=""https://osf.io/fu9be/"">https://osf.io/fu9be/</ext-link>.</meta-value>
        </custom-meta>
      </custom-met"
1,PMC6051643,"on Open Science Framework: <ext-link ext-link-type=""uri"" xlink:href=""https://osf.io/fu9be/"">https://osf.io/fu9be/</ext-link>.</meta-value>
        </custom-meta>
      </custom-meta-group>
    </article-"
2,PMC6051643,"ata and code available on Open Science Framework: <ext-link ext-link-type=""uri"" xlink:href=""https://osf.io/fu9be/"">https://osf.io/fu9be/</ext-link>.</p>
    </notes>
  </front>
  <body>
    <sec sec-type"
3,PMC6051643,"on Open Science Framework: <ext-link ext-link-type=""uri"" xlink:href=""https://osf.io/fu9be/"">https://osf.io/fu9be/</ext-link>.</p>
    </notes>
  </front>
  <body>
    <sec sec-type=""intro"" id=""sec001"">
 "
4,PMC6051643,"are available on our open-access data depository (<ext-link ext-link-type=""uri"" xlink:href=""https://osf.io/fu9be/"">https://osf.io/fu9be/</ext-link>).</p>
      <p>We found that older adults won fewer tot"
5,PMC6051643,"en-access data depository (<ext-link ext-link-type=""uri"" xlink:href=""https://osf.io/fu9be/"">https://osf.io/fu9be/</ext-link>).</p>
      <p>We found that older adults won fewer total points than younger "
6,PMC6051643,"are available on our open-access data depository (<ext-link ext-link-type=""uri"" xlink:href=""https://osf.io/fu9be/"">https://osf.io/fu9be/</ext-link>).</p>
      </sec>
      <sec id=""sec007"">
        <tit"
7,PMC6051643,"en-access data depository (<ext-link ext-link-type=""uri"" xlink:href=""https://osf.io/fu9be/"">https://osf.io/fu9be/</ext-link>).</p>
      </sec>
      <sec id=""sec007"">
        <title>Motor gambling task<"
